 ,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen3496,0,0,0,0,0,0,0,9.576,114.478,583.767,653.58,784.012,1264.87,1349.931,1207.487,893.436,714.306,444.728,189.971,130.644,0,0,0,0
scen3497,0,0,0,0,0,0,0.354,31.923,159.457,722.621,800.647,931.9,1183.933,1082.61,1500.21,870.313,738.01,510.732,166.484,126.743,0,0,0,0
scen3498,0,0,0,0,0,0,0,25.794,191.626,598.318,1149.005,1294.381,1045.001,1308.932,1129.556,769.831,790.294,464.476,223.679,116.977,0,0,0,0
scen3499,0,0,0,0,0,0,0,10.839,136.724,445.581,1389.676,1208.606,1377.912,1033.652,1126.045,976.699,668.054,471.597,171.133,141.486,0,0,0,0
scen3500,0,0,0,0,0,0,0.166,37.357,94.772,608.924,1022.984,1249.074,1128.375,1450.44,985.152,1014.657,672.093,452.328,167.85,110.172,0,0,0,0
scen3501,0,0,0,0,0,0,0,4.651,64.824,801.176,911.268,1173.945,782.031,1395.64,1220.06,1098.568,809.087,444.036,209.307,130.372,0,0,0,0
scen3502,0,0,0,0,0,0,0,20.207,173.152,570.29,867.366,1451.551,1368.879,1161.655,1403.739,1027.63,778.439,472.727,229.797,126.269,0,0,0,0
scen3503,0,0,0,0,0,0,0,37.665,132.696,751.437,835.26,1460.917,984.189,1156.766,1164.479,885.148,762.662,449.489,167.761,129.035,0,0,0,0
scen3504,0,0,0,0,0,0,0.76,36.021,121.104,943.791,717.971,1007.357,944.086,1246.055,1029.156,1043.509,760.929,453.861,156.257,131.217,0,0,0,0
scen3505,0,0,0,0,0,0,0.945,22.833,62.692,562.837,891.638,1130.055,891.394,984.719,927.374,1186.547,798.16,410.639,146.772,131.854,0,0,0,0
scen3506,0,0,0,0,0,0,0,11.333,133.112,552.232,1017.146,1015.009,1004.159,745.251,1092.625,1120.145,760.846,462.844,190.767,153.878,0,0,0,0
scen3507,0,0,0,0,0,0,0.02,23.959,102.369,512.998,695.266,1297.226,1233.515,1389.56,999.896,1040.247,667.894,458.999,189.95,111.374,0,0,0,0
scen3508,0,0,0,0,0,0,0.425,47.83,64.732,705.295,1211.424,1254.406,1103.45,923.982,1158.503,1001.634,836.072,453.894,190.978,119.362,0,0,0,0
scen3509,0,0,0,0,0,0,0,25.244,117.409,725.611,1090.254,744.911,1442.196,1241.873,1127.291,794.515,668.132,415.434,158.696,129.241,0,0,0,0
scen3510,0,0,0,0,0,0,0,5.396,66.078,733.439,1083.238,1602.435,1062.577,873.783,1284.363,943.863,736.067,457.552,175.124,118.85,0,0,0,0
scen3511,0,0,0,0,0,0,0,7.086,130.06,542.501,719.718,1074.469,1221.871,1029.215,889.514,976.871,822.638,423.213,192.285,123.457,0,0,0,0
scen3512,0,0,0,0,0,0,0,10.53,222.713,591.52,875.203,1251.882,1274.216,603.177,894.578,939.692,719.298,475.503,202.113,111.162,0,0,0,0
scen3513,0,0,0,0,0,0,0.152,32.233,112.632,700.734,881.814,974.035,814.177,1370.508,1039.305,1076.049,746.174,453.796,155.243,118.322,0,0,0,0
scen3514,0,0,0,0,0,0,0,41.402,44.015,1031.232,866.044,1040.691,1156.795,1480.93,1306.369,1126.618,761.778,468.698,206.005,146.18,0,0,0,0
scen3515,0,0,0,0,0,0,0.544,9.287,210.906,939.531,972.487,1050.496,1268.759,1126.7,1018.363,1205.293,681.129,446.282,164.02,137.245,0,0,0,0
scen3516,0,0,0,0,0,0,0,13.615,61.429,821.433,1038.571,1308.035,1062.055,942.989,814.948,1103.632,653.97,435.323,165.982,130.106,0,0,0,0
scen3517,0,0,0,0,0,0,0,0.639,113.705,643.975,422.78,1450.864,1365.016,1137.14,1028.379,969.093,786.175,489.186,175.108,99.697,0,0,0,0
scen3518,0,0,0,0,0,0,0,17.814,137.137,564.75,447.142,1282.007,888.216,1313.107,760.558,911.837,721.159,432.542,178.824,119.053,0,0,0,0
scen3519,0,0,0,0,0,0,1.323,14.283,171.33,738.486,768.646,1162.136,1036.04,954.656,1376.536,991.881,805.16,439.551,177.144,127.488,0,0,0,0
scen3520,0,0,0,0,0,0,0,6.631,86.627,845.46,785.869,1243.823,750.932,1326.816,864.095,1128.519,847.944,394.405,197.054,132.94,0,0,0,0
scen3521,0,0,0,0,0,0,0.024,22.891,143.388,671.917,816.601,1085.16,1037.709,1171.956,1209.86,1144.483,799.527,461.477,220.203,148.43,0,0,0,0
scen3522,0,0,0,0,0,0,0.884,13.574,65.703,686.629,627.617,741.14,1318.655,1195.447,1451.034,926.387,912.182,461.866,204.205,132.188,0,0,0,0
scen3523,0,0,0,0,0,0,0.553,11.135,113.592,681.186,963.075,1126.359,1182.299,1113.312,998.822,1078.476,756.757,486.438,190.782,129.481,0,0,0,0
scen3524,0,0,0,0,0,0,0.859,28.709,0,767.29,932.138,1434.834,1253.727,1583.548,1181.734,1045.88,888.232,423.012,192.754,111.57,0,0,0,0
scen3525,0,0,0,0,0,0,0.752,0,112.872,742.991,773.425,1180.173,1141.605,1382.252,930.602,812.056,836.269,498.684,163.285,127.535,0,0,0,0
scen3526,0,0,0,0,0,0,0.272,35.61,42.3,860.284,1103.27,1538.979,1414.339,851.275,805.655,1067.757,656.448,393.274,188,108.054,0,0,0,0
scen3527,0,0,0,0,0,0,0,10.073,0,925.156,798.446,1103.405,1541.486,996.534,964.331,885.938,850.039,445.405,185.995,92.091,0,0,0,0
scen3528,0,0,0,0,0,0,0.468,16.244,165.051,851.932,900.458,1295.271,1601.363,1408.804,1184.668,1006.152,641.69,421.813,206.021,152.462,0,0,0,0
scen3529,0,0,0,0,0,0,0,5.55,85.655,731.642,885.273,882.655,836.298,792.506,883.11,999.807,692.29,396.813,162.802,148.083,0,0,0,0
scen3530,0,0,0,0,0,0,0.328,4.534,111.745,538.645,1089.927,1074.022,988.837,1009.572,1238.945,987.455,661.007,402.993,190.122,127.534,0,0,0,0
scen3531,0,0,0,0,0,0,0,14.665,104.479,764.499,1072.56,1012.589,1182.79,1048.269,1184.55,1011.097,754.175,443.364,174.477,125.519,0,0,0,0
scen3532,0,0,0,0,0,0,1.753,28.392,70.987,638.434,1251.877,880.769,1447.218,1299.446,1185.856,1082.271,800.962,430.288,203.362,131.997,0,0,0,0
scen3533,0,0,0,0,0,0,0,20.756,153.289,758.225,703.256,1211.088,794.827,1114.605,991.253,1078.597,799.803,386.151,187.522,132.92,0,0,0,0
scen3534,0,0,0,0,0,0,0,8.475,259.699,595.336,1025.097,1044.758,1187.932,911.213,1374.279,876.814,735.963,518.575,156.893,129.012,0,0,0,0
scen3535,0,0,0,0,0,0,0.33,45.051,130.044,413.398,771.944,774.53,712.911,1389.537,1162.967,757.879,779.318,456.98,199.33,113.099,0,0,0,0
scen3536,0,0,0,0,0,0,0.803,21.058,137.136,764.719,1218.236,1245.425,1071.405,1263.373,877.46,1022.162,702.808,482.406,156.521,120.792,0,0,0,0
scen3537,0,0,0,0,0,0,0.366,39.881,0,878.103,1338.31,1319.974,876.99,1176.521,961.82,1023.724,763.223,459.669,177.324,128.718,0,0,0,0
scen3538,0,0,0,0,0,0,1.867,21.461,116.163,640.61,954.047,590.467,1194.732,1576.296,1039.69,973.042,774.358,449.057,188.515,113.714,0,0,0,0
scen3539,0,0,0,0,0,0,0,13.34,54.316,726.771,1324.274,1116.365,1095.586,1385.376,1247.294,873.465,718.019,468.791,212.698,132.831,0,0,0,0
scen3540,0,0,0,0,0,0,0,27.068,166.456,842.864,387.215,731.912,984.563,1157.071,1172.4,1042.867,850.59,424.289,166.219,116.992,0,0,0,0
scen3541,0,0,0,0,0,0,1.083,21.07,165.51,946.3,1080.532,1106.029,956.956,1342.963,895.588,760.542,791.245,361.117,172.798,127.187,0,0,0,0
scen3542,0,0,0,0,0,0,0,8.799,5.959,517.945,853.828,1116.928,1280.595,1169.628,983.796,932.807,892.545,416.765,198.785,117.895,0,0,0,0
scen3543,0,0,0,0,0,0,0,29.299,81.474,529.773,779.833,999.921,1450.66,1276.612,817.145,960.863,873.438,458.866,202.327,139.246,0,0,0,0
scen3544,0,0,0,0,0,0,1.273,45.126,102.287,829.278,1206.614,1015.981,738.12,730.521,1137.923,915.524,698.07,495.757,222.42,124.533,0,0,0,0
scen3545,0,0,0,0,0,0,0,53.479,307.5,829.816,544.622,1875.493,1201.264,1286.107,929.859,1135.942,750.929,472.28,188.498,127.604,0,0,0,0
scen3546,0,0,0,0,0,0,0,50.431,173.417,704.52,716.51,793.426,1127.392,1454.296,1312.142,1034.9,762.648,449.488,162.278,145.216,0,0,0,0
scen3547,0,0,0,0,0,0,0.286,21.469,200.123,855.544,946.957,975.441,969.084,1190.679,976.07,846.992,784.095,445.27,197.008,118.39,0,0,0,0
scen3548,0,0,0,0,0,0,0,23.466,94.621,966.903,989.037,1205.945,1386.601,1470.791,1039.255,1042.336,809.573,404.188,198.642,139.255,0,0,0,0
scen3549,0,0,0,0,0,0,0.245,9.298,197.703,708.488,1088.457,1137.696,726.218,1181.45,914.96,820.281,726.499,459.104,189.056,135.726,0,0,0,0
scen3550,0,0,0,0,0,0,0.793,18.754,20.035,894.252,1001.206,783.767,936.862,1286.81,1329.083,1010.183,796.177,524.308,175.859,142.193,0,0,0,0
scen3551,0,0,0,0,0,0,0,14.671,168.934,828.35,991.417,923.569,1134.534,899.421,1236.759,677.867,754.187,494.904,195.195,121.927,0,0,0,0
scen3552,0,0,0,0,0,0,0,2.569,13.96,581.13,969.839,1184.72,1425.819,913.084,1107.979,1110.102,737.922,455.546,177.336,137.216,0,0,0,0
scen3553,0,0,0,0,0,0,0.5,20.289,39.56,507.86,1414.431,677.292,1107.756,898.954,1317.424,1034.288,702.234,496.688,181.287,129.02,0,0,0,0
scen3554,0,0,0,0,0,0,0,9.745,225.964,883.402,1279.823,1062.231,1072.003,1399.075,1141.565,773.956,655.271,390.73,187.981,132.956,0,0,0,0
scen3555,0,0,0,0,0,0,0,6.688,121.17,885.493,1066.657,1189.051,1112.906,1285.102,1179.69,1268.11,915.525,454.183,168.478,119.296,0,0,0,0
scen3556,0,0,0,0,0,0,0.956,37.278,71.485,464.858,1344.152,820.912,873.946,1468.35,1110.054,1164.654,788.247,391.283,148.472,137.905,0,0,0,0
scen3557,0,0,0,0,0,0,0.669,23.058,90.677,678.559,1006.531,909.424,943.079,901.982,1491.545,1055.241,736.822,455.765,188.578,121.47,0,0,0,0
scen3558,0,0,0,0,0,0,0.928,34.69,150.266,770.392,526.732,957.828,860.424,1039.53,1073.124,955.641,752.691,413.855,204.471,138.455,0,0,0,0
scen3559,0,0,0,0,0,0,0,21.444,132.202,663.363,1178.28,878.539,964.384,1042.167,1123.86,1044.716,787.41,462.272,185.456,108.816,0,0,0,0
scen3560,0,0,0,0,0,0,0.985,28.687,169.331,526.354,894.553,1221.905,1123.119,1323.31,1192.239,900.034,702.282,489,147.735,132.905,0,0,0,0
scen3561,0,0,0,0,0,0,0.994,20.88,123.025,453.132,774.233,829.147,1643.833,1429.856,893.2,1040.886,817.763,457.583,151.218,132.182,0,0,0,0
scen3562,0,0,0,0,0,0,0,20.131,113.682,695.599,1023.47,936.649,1136.753,1120.93,830.91,818.334,836.561,395.753,186.795,133.836,0,0,0,0
scen3563,0,0,0,0,0,0,0,17.557,128.909,609.691,1206.39,1034.858,945.344,1378.557,1041.424,1071.554,792.13,423.869,153.267,101.505,0,0,0,0
scen3564,0,0,0,0,0,0,0.434,27.004,171.847,721.243,1539.95,751.404,1394.216,906.331,917.627,938.101,729.048,507.379,187.006,112.425,0,0,0,0
scen3565,0,0,0,0,0,0,0,6.112,188.767,865.267,1003.258,1545.6,1707.673,1741.882,1090.868,1145.825,692.296,428.818,199.652,116.988,0,0,0,0
scen3566,0,0,0,0,0,0,0,35.319,189.383,810.239,834.744,1101.683,918.114,1049.664,819.514,1077.467,684.866,407.415,196.499,137.659,0,0,0,0
scen3567,0,0,0,0,0,0,0,31.335,127.843,774.406,790.281,532.535,923.533,1136.148,1246.547,1164.853,728.981,455.423,202.701,138.326,0,0,0,0
scen3568,0,0,0,0,0,0,0.134,44.657,174.432,811.25,919.507,1520.939,1104.611,1371.645,1500.438,1241.063,695.38,374.837,192.225,106.082,0,0,0,0
scen3569,0,0,0,0,0,0,0,12.367,118.429,754.829,1175.179,1124.194,1092.137,780.201,1002.424,896.847,714.25,405.532,177.906,133.374,0,0,0,0
scen3570,0,0,0,0,0,0,0,29.036,100.308,676.906,1054.605,748.859,1115.269,1136.982,959.899,1012.146,770.367,478.881,182.118,136.441,0,0,0,0
scen3571,0,0,0,0,0,0,0,36.867,249.657,576.902,1043.179,1299.188,1315.558,1427.863,972.355,835.18,804.514,535.17,173.142,131.124,0,0,0,0
scen3572,0,0,0,0,0,0,0.782,2.372,112.561,870.913,522.436,1148.543,1101.928,1340.377,1241.806,1068.527,789.472,416.169,202.003,126.075,0,0,0,0
scen3573,0,0,0,0,0,0,0,26.47,126.674,743.241,1446.839,996.551,1023.799,1069.377,1268.091,861.393,842.774,420.645,189.33,98.464,0,0,0,0
scen3574,0,0,0,0,0,0,0.392,22.161,168.197,697.453,823.954,671.531,1279.682,1275.869,1330.287,1077.469,655.083,413.93,213.068,136.159,0,0,0,0
scen3575,0,0,0,0,0,0,0,12.566,81.635,757.156,764.524,851.259,784.533,1008.097,1256.514,860.208,722.31,412.061,212.024,133.104,0,0,0,0
scen3576,0,0,0,0,0,0,1.183,30.974,104.615,604.089,568.773,944.142,1298.655,1139.786,1565.901,1135.713,805.838,482.574,206.892,117.036,0,0,0,0
scen3577,0,0,0,0,0,0,0.378,34.227,191.712,603.103,798.253,955.002,1134.408,705.53,1152.755,776.158,658.051,501.777,184.971,125.731,0,0,0,0
scen3578,0,0,0,0,0,0,0.739,14.617,38.602,795.217,792.648,1221.132,975.203,817.507,1048.095,790.05,709.132,464.531,203.124,106.789,0,0,0,0
scen3579,0,0,0,0,0,0,0,39.283,139.536,822.733,948.149,1060.565,963.425,1465.328,1088.315,854.69,656.739,474.938,173.362,103.541,0,0,0,0
scen3580,0,0,0,0,0,0,0,10.749,54.041,402.079,999.681,1146.629,1433.386,1379.448,1303.01,981.244,870.951,405.335,176.44,152.946,0,0,0,0
scen3581,0,0,0,0,0,0,0.182,33.576,117.373,568.289,1122.082,931.322,1211.676,1255.383,913.499,858.982,718.468,449.448,191.29,117.888,0,0,0,0
scen3582,0,0,0,0,0,0,0.154,10.918,113.85,662.455,1585.796,996.355,793.547,1200.872,1127.384,1233.588,870.985,435.35,207.141,123.694,0,0,0,0
scen3583,0,0,0,0,0,0,0.917,0,130.166,754.865,835.429,1060.906,884.695,1435.835,890.899,740.628,801.972,402.603,210.114,128.362,0,0,0,0
scen3584,0,0,0,0,0,0,0,26.627,139.793,433.456,497.836,1186.226,1148.079,1323.566,1318.162,926.371,780.204,480.302,167.862,117.121,0,0,0,0
scen3585,0,0,0,0,0,0,0,5.981,0,777.853,822.691,856.195,1770.023,1190.69,1062.201,947.119,739.61,492.281,223.031,122.023,0,0,0,0
scen3586,0,0,0,0,0,0,0,7.149,138.687,752.229,824.986,1186.43,1039.568,1143.072,1101.48,964.358,861.748,432.294,148.305,125.385,0,0,0,0
scen3587,0,0,0,0,0,0,0,16.432,104.602,872.193,752.949,919.473,1239.752,1606.47,1026.807,914.129,745.737,449.777,173.125,127.893,0,0,0,0
scen3588,0,0,0,0,0,0,0.541,3.141,118.061,460.746,956.228,1273.195,1199.091,1035.536,1183.123,946.242,848.869,416.892,202.834,120.397,0,0,0,0
scen3589,0,0,0,0,0,0,0,24.095,64.972,603.82,1077.52,840.848,650.186,1182.263,1104.192,1086.926,829.532,430.294,194.484,136.693,0,0,0,0
scen3590,0,0,0,0,0,0,0.484,12.006,136.301,755.834,555.566,637.976,1309.799,881.255,982.292,832.071,692.756,455.688,196.003,135.799,0,0,0,0
scen3591,0,0,0,0,0,0,0,3.025,90.43,970.45,1005.34,1071.225,1644.367,979.306,1076.54,991.454,799.219,458.853,184.611,148.309,0,0,0,0
scen3592,0,0,0,0,0,0,0.665,17.197,168.206,567.708,891.548,1569.37,1062.712,733.65,1015.779,1122.656,784.026,448.815,137.234,112.14,0,0,0,0
scen3593,0,0,0,0,0,0,0,33.136,195.559,979.863,1096.952,1223.969,644.56,929.336,1484.479,995.609,741.174,528.117,174.369,111.219,0,0,0,0
scen3594,0,0,0,0,0,0,0,17.992,35.301,516.487,666.6,675.894,1002.357,1271.161,1179.244,1018.784,894.107,454.503,186.624,127.572,0,0,0,0
scen3595,0,0,0,0,0,0,1.29,29.021,128.684,756.036,644.519,1382.625,1184.445,1262.491,846.518,950.195,874.564,388.517,202.68,127.383,0,0,0,0
scen3596,0,0,0,0,0,0,1.059,14.828,90.097,608.552,717.363,837.904,968.863,969.549,1047.418,1205.595,749.455,435.365,164.753,129.084,0,0,0,0
scen3597,0,0,0,0,0,0,0,0,60.84,895.244,1101.825,1003.049,1188.993,1204.38,1231.785,894.944,856.743,459.082,199.346,115.627,0,0,0,0
scen3598,0,0,0,0,0,0,0.071,14.748,186.429,755.655,917.125,760.252,1279.027,944.182,1155.148,1115.544,659.204,455.75,160.665,108.714,0,0,0,0
scen3599,0,0,0,0,0,0,0.248,37.646,239.037,837.468,839.793,1096.94,532.621,1485.691,1352.022,882.184,864.376,446.639,163.327,132.26,0,0,0,0
scen3600,0,0,0,0,0,0,0,15.696,248.545,557.514,1191.199,1066.812,951.392,1427.688,951.635,866.229,720.99,419.167,169.018,123.682,0,0,0,0
scen3601,0,0,0,0,0,0,0.528,5.456,167.537,783.622,1060.529,1230.519,1348.419,1032.699,978.983,1027.701,840.028,431.658,163.578,126.96,0,0,0,0
scen3602,0,0,0,0,0,0,0.043,28.98,203.619,627.54,1012.236,586.258,1255.033,909.225,1100.879,894.951,785.615,450.552,177.798,110.015,0,0,0,0
scen3603,0,0,0,0,0,0,0.304,35.106,173.606,769.565,845.926,910.683,1398.215,629.253,1155.081,949.212,686.831,507.67,189.541,112.476,0,0,0,0
scen3604,0,0,0,0,0,0,0,16.656,67.505,734.009,733.959,868.175,1238.255,1098.878,739.806,765.687,791.819,457.671,154.864,128.793,0,0,0,0
scen3605,0,0,0,0,0,0,0.231,0,159.22,711.479,836.244,989.928,1029.105,1439.715,1239.262,790.966,799.966,437.666,185.062,122.339,0,0,0,0
scen3606,0,0,0,0,0,0,1.016,15.257,250.762,635.742,809.785,822.033,1182.301,1128.663,1031.475,780.358,851.715,481.366,199.285,128.021,0,0,0,0
scen3607,0,0,0,0,0,0,0,12.605,0,733.736,1020.871,955.815,1035.058,1634.391,942.077,889.392,728.768,427.522,171.005,133.356,0,0,0,0
scen3608,0,0,0,0,0,0,0,31.877,122.548,635.668,719.775,1075.573,1459.624,1189.496,1256.331,1082.66,797.262,448.553,170.015,127.626,0,0,0,0
scen3609,0,0,0,0,0,0,0,15.337,123.1,642.411,940.112,1258.881,1195.949,1235.065,972.366,1081.185,725.001,443.475,156.48,111.418,0,0,0,0
scen3610,0,0,0,0,0,0,0,13.617,93.359,907.004,1105.607,1163.954,1271.241,1332.497,989.215,885.775,761.492,411.192,197.777,100.689,0,0,0,0
scen3611,0,0,0,0,0,0,0.453,26.692,55.234,940.739,823.807,1016.732,1431.628,1174.069,1049.947,1054.918,736.278,457.424,229.659,128.134,0,0,0,0
scen3612,0,0,0,0,0,0,0,28.047,90.286,469.86,863.394,241.198,598.683,917.094,668.307,974.24,515.079,408.265,171.12,135.527,0,0,0,0
scen3613,0,0,0,0,0,0,0.263,31.041,52.471,747.937,897.438,493.947,1213.038,1184.47,1069.252,913.418,675.318,458.289,183.001,125.58,0,0,0,0
scen3614,0,0,0,0,0,0,0.827,20.239,229.93,591.948,1408.695,1014.601,1259.391,1139.285,1367.316,892.063,641.869,399.416,188.396,106.235,0,0,0,0
scen3615,0,0,0,0,0,0,0.247,28.041,99.793,950.004,861.727,849.802,1137.822,1462.283,1267.552,988.114,794.848,514.593,147.644,134.266,0,0,0,0
scen3616,0,0,0,0,0,0,0.046,18.242,68.874,559.044,862.99,750.593,1010.354,810.708,1201.73,1107.27,769.004,459.75,168.15,143.411,0,0,0,0
scen3617,0,0,0,0,0,0,0,36.784,73.473,499.558,1060.276,843.878,1155.174,1530.401,1145.126,813.252,907.29,486.314,207.036,131.751,0,0,0,0
scen3618,0,0,0,0,0,0,0,13.948,124.863,355.721,1207.054,1024.545,883.311,1067.723,976.055,1031.766,669.855,473.929,163.32,114.251,0,0,0,0
scen3619,0,0,0,0,0,0,0.346,27.931,88.34,688.911,1001.027,1485.881,1271.892,1150.973,626.732,929.127,719.326,489.546,213.359,134.382,0,0,0,0
scen3620,0,0,0,0,0,0,0.276,45.456,89.787,776.165,1019.966,630.299,1145.014,1480.657,832.307,952.824,866.967,456.44,159.619,117.528,0,0,0,0
scen3621,0,0,0,0,0,0,0.96,14.542,112.57,745.991,1075.496,1306.863,1242.619,1283.282,1005.346,791.443,831.645,429.522,209.074,132.428,0,0,0,0
scen3622,0,0,0,0,0,0,0.085,29.967,70.573,802.363,967.365,1130.96,1082.244,1248.988,1476.872,844.828,690.967,511.964,173.734,127.358,0,0,0,0
scen3623,0,0,0,0,0,0,0.009,26.14,21.404,641.711,1004.481,1425.242,1424.696,1267.771,1187.743,905.755,758.036,405.874,137.962,133.692,0,0,0,0
scen3624,0,0,0,0,0,0,0.819,46.635,89.516,855.703,816.672,1082.982,1301.152,1377.338,1466.924,937.073,711.129,476.606,142.493,128.813,0,0,0,0
scen3625,0,0,0,0,0,0,0,0,119.84,782.34,989.041,638.702,1311.711,1060.147,970.053,1031.225,666.503,505.61,174.997,106.302,0,0,0,0
scen3626,0,0,0,0,0,0,0.349,4.989,79.732,713.038,766.449,1059.308,1147.092,891.386,988.838,969.195,847.664,486.978,204.1,123.408,0,0,0,0
scen3627,0,0,0,0,0,0,0,47.228,60.013,674.886,1410.162,1258.663,1308.813,1164.198,922.395,1007.275,789.004,487.583,187.084,107.209,0,0,0,0
scen3628,0,0,0,0,0,0,0,19.534,0,548.151,545.881,327.788,1094.773,1183.716,887.094,955.007,692.197,477.139,198.949,132.826,0,0,0,0
scen3629,0,0,0,0,0,0,0.958,6.791,34.539,744.934,969.484,854.545,1058.095,1380.757,1049.544,1267.149,793.56,431.913,209.368,137.029,0,0,0,0
scen3630,0,0,0,0,0,0,0.9,17.969,134.553,682.671,1221.984,1103.761,1467.823,1313.795,1134.825,866.412,811.833,374.396,209.19,149.679,0,0,0,0
scen3631,0,0,0,0,0,0,0,40.67,207.397,432.352,1063.493,1358.441,715.741,1261.82,1007.517,1014.391,826.295,428.613,168.997,122.634,0,0,0,0
scen3632,0,0,0,0,0,0,0,11.225,0,698.371,540.443,1265.227,1213.011,1386.629,1059.994,970.631,676.038,484.597,164.75,109.402,0,0,0,0
scen3633,0,0,0,0,0,0,0,29.038,167.228,884.115,777.321,1028.814,1229.094,1107.621,1107.84,772.951,752.887,422.371,163.204,112.267,0,0,0,0
scen3634,0,0,0,0,0,0,0.467,25.264,119.646,925.461,990.454,738.359,700.319,1281.913,837.957,1106.585,861.371,523.584,165.848,126.48,0,0,0,0
scen3635,0,0,0,0,0,0,0,19.184,120.042,662.644,827.3,1401.634,1358.839,820.675,1163.102,1140.899,734.348,425.209,155.532,139.335,0,0,0,0
scen3636,0,0,0,0,0,0,0.247,24.431,185.677,729.11,799.719,887.98,1448.747,1061.902,1061.853,1000.407,879.191,492.33,186.549,132.713,0,0,0,0
scen3637,0,0,0,0,0,0,0,10.373,177.324,602.948,508.676,866.058,917.155,1421.133,1192.665,979.802,752.158,461.804,180.411,136.609,0,0,0,0
scen3638,0,0,0,0,0,0,0,12.589,27.88,724.349,348.014,1184.155,1003.307,1272.859,1175.187,858.415,869.323,422.825,200.595,123.944,0,0,0,0
scen3639,0,0,0,0,0,0,1.369,0,173.201,384.635,869.398,1039.52,721.656,1134.939,1290.928,874.817,722.712,441.27,204.398,141.509,0,0,0,0
scen3640,0,0,0,0,0,0,0,0.015,112.302,835.471,975.258,1340.319,1066.18,1259.168,756.428,1032.28,910.411,410.178,200.935,114.709,0,0,0,0
scen3641,0,0,0,0,0,0,0.127,32.808,133.524,702.876,801.843,924.279,1387.909,1348.079,996.825,966.264,755.397,501.601,151.039,119.94,0,0,0,0
scen3642,0,0,0,0,0,0,0.248,13.025,156.98,541.959,795.908,870.045,1175.215,1259.222,1104.406,804.52,557.7,463.676,200.09,117.422,0,0,0,0
scen3643,0,0,0,0,0,0,0,14.954,71.533,765.379,663.754,1159.79,893.27,1241.467,1287.909,974.832,806.186,508.873,178.561,130.137,0,0,0,0
scen3644,0,0,0,0,0,0,0,31.997,228.865,825.408,1262.239,803.918,1033.387,1235.385,1030.423,947.116,783.165,433.035,178.116,101.532,0,0,0,0
scen3645,0,0,0,0,0,0,0.105,18.576,116.195,675.083,1129.67,992.275,924.184,1267.727,1190.68,855.004,755.908,475.585,178.697,145.415,0,0,0,0
scen3646,0,0,0,0,0,0,0.337,8.447,130.795,663.053,725.837,1111.234,633.178,820.261,1310.47,1043.607,855.455,453.422,183.027,114.516,0,0,0,0
scen3647,0,0,0,0,0,0,0.196,43.263,144.942,698.865,1016.075,903.305,801.891,1472.31,1274.342,985.982,801.609,475.773,178.995,116.446,0,0,0,0
scen3648,0,0,0,0,0,0,0,23.507,81.099,689.741,647.856,1051.8,1522.766,1143.45,1079.265,868.046,713.113,463.289,163.755,130.813,0,0,0,0
scen3649,0,0,0,0,0,0,0.891,10.585,140.697,562.135,1264.415,1317.625,1171.994,1233.163,1090.035,1026.799,782.104,477.095,192.03,127.225,0,0,0,0
scen3650,0,0,0,0,0,0,0.477,6.463,118.542,813.203,817.818,1092.267,1334.886,1237.139,1116.325,897.803,919.188,465.116,175.497,132.53,0,0,0,0
scen3651,0,0,0,0,0,0,0,18.989,91.001,866.531,903.953,976.862,451.023,1166.116,968.059,1007.675,815.13,481.794,191.691,99.856,0,0,0,0
scen3652,0,0,0,0,0,0,0.117,24.671,54.469,652.183,943.492,827.618,1284.526,1078.489,864.251,930.124,667.51,449.431,195.047,124.912,0,0,0,0
scen3653,0,0,0,0,0,0,0,0,122.667,728.477,962.95,1000.558,1311.082,1704.653,1180.931,1215.364,847.459,459.174,167.814,118.216,0,0,0,0
scen3654,0,0,0,0,0,0,0.255,7.429,298.179,594.416,1235.392,658.385,772.969,1242.327,1081.332,1023.075,783.623,481.996,186.378,109.115,0,0,0,0
scen3655,0,0,0,0,0,0,0.454,24.421,144.464,635.114,1402.732,1013.951,1343.709,1070.15,1088.745,994.169,794.254,445.577,187.13,129.996,0,0,0,0
scen3656,0,0,0,0,0,0,0,24.984,0,738.513,1132.812,1364.374,840.088,1455.332,940.508,900.147,798.986,474.236,174.37,142.69,0,0,0,0
scen3657,0,0,0,0,0,0,0,26.659,215.79,788.092,1168.243,1319.446,1391.661,1208.158,1220.933,1018.285,675.703,465.167,199.643,130.641,0,0,0,0
scen3658,0,0,0,0,0,0,0.749,35.178,44.701,549.714,1136.826,952.769,589.06,1329.862,1395.752,1015.14,620.129,532.366,181.979,126.29,0,0,0,0
